,open,high,low,close,volume,sma_20,sma_50,sma_200,ema_9,ema_20,ema_50,macd,macd_signal,macd_histogram,adx,plus_di,minus_di,ichimoku_tenkan_sen,ichimoku_kijun_sen,ichimoku_senkou_span_a,ichimoku_senkou_span_b,ichimoku_chikou_span,supertrend,supertrend_direction,rsi_14,rsi_21,stoch_k,stoch_d,williams_r,cci,mfi,roc_12,roc_25,momentum_10,bb_upper,bb_middle,bb_lower,bb_width,bb_position,atr_14,atr_percent,kc_upper,kc_middle,kc_lower,dc_upper,dc_middle,dc_lower,std_dev_20,volatility_ratio,historical_volatility,vwap,obv,obv_ema,cmf,volume_sma_20,volume_ratio,ad_line,force_index,eom,trend_strength,volatility_regime,market_regime,price_momentum_oscillator,mtf_trend_alignment
2025-10-28 07:10:12.167830,50413.71971567536,50518.125650884554,50413.71971567536,50438.14358337055,2730.755435929827,50192.03154592062,50289.30500260737,,50241.09027830433,50218.51512556205,50219.99919295168,7.607621852570446,-18.802328487514234,26.40995034008468,,,,50246.9768854313,50169.71043052008,50355.92194424753,,51058.19873472089,51264.11899367464,1.0,59.608307379062985,51.499709482065185,88.94547961205842,75.30721247315641,-11.054520387927754,216.62011563796017,,0.36410316462930886,0.6163799739773548,352.56600226607407,50391.46922435117,50192.03154592062,49992.59386749007,0.007946985698241121,1.1170148975523746,201.59198914268305,0.003996816195454654,50640.19843399124,50218.51512556205,49796.831817132865,50518.125650884554,50156.36383441831,49794.60201795208,99.71883921527642,0.5642556161636014,0.029018808346003254,50285.538254381914,80859.19389064026,60042.69589745877,-0.04382537705235109,6406.325864687124,0.4262592152831662,-1768.0140773720675,289575.03868320934,-412460.5433543078,,Normal,Normal_Market,0.45726364811768216,0
2025-10-28 08:10:12.167830,50443.17361617378,50443.17361617378,50377.9439619147,50379.34745918899,5974.793937077691,50194.04518122585,50286.596694953885,,50268.741714481264,50233.83249066938,50226.248144568825,19.162537791482464,-11.209355231714895,30.37189302319736,,,,50246.9768854313,50169.71043052008,50290.95680752526,,51231.11376733575,51264.11899367464,1.0,55.719408332223956,52.75455657569094,80.81912112073371,82.59130848953755,-19.180878879252457,165.35091965644253,,0.4925176258035852,0.07913568568079596,314.70812703979027,50400.42630186489,50194.04518122585,49987.6640605868,0.00822333087097902,0.9489322409658201,189.54310088432092,0.0037623175059554813,50607.21282352271,50233.83249066938,49860.45215781606,50518.125650884554,50156.36383441831,49794.60201795208,103.1905603195227,0.37322563323396307,0.02922537618914149,50287.55320018747,74884.39995356258,61456.191521849614,-0.07432317153112221,6275.281997450111,0.9521156084308857,-7485.6977445684115,198022.21511651715,-726224.1767578695,,Normal,Normal_Market,0.3093403256775774,1
2025-10-28 09:10:12.167830,50337.90402522575,50477.849515355454,50337.90402522575,50373.551849744574,1994.589873040535,50204.31110527121,50281.735093090414,,50289.70374153393,50247.13909629559,50232.024760458065,27.53483029173367,-3.460518127025182,30.99534841875885,,,,50246.9768854313,50168.01556428513,50333.29808735146,,51204.41237364909,51264.11899367464,1.0,55.67608473258946,51.12965503045815,80.01809553143465,83.26089875474226,-19.981904468551527,138.77315305282312,,0.5749644559330038,0.020381914452979013,178.07466683278471,50425.20219703407,50204.31110527121,49983.42001350835,0.008799686198250296,0.8830863959307232,185.6399175771933,0.0036852655959405856,50603.469871274625,50247.13909629559,49890.80832131656,50518.125650884554,50156.36383441831,49794.60201795208,110.44554588142852,0.8023086904949519,0.026274996471575975,50288.188473220274,72889.81008052205,62545.10757505651,-0.05108948474184182,6151.4026537567615,0.3242496037586442,-8464.137833641984,168081.91811331033,-66278.61143330464,,Normal,Normal_Market,0.30387532958596863,1
2025-10-28 10:10:12.167830,50454.186435357864,50487.646887331466,50411.82427743568,50431.803821025635,9365.263217093889,50222.87427671809,50278.47496686161,,50318.12375743227,50264.72621293655,50239.8592334215,38.427412377976,4.917067973975055,33.510344404000946,,,,50246.9768854313,50168.01556428513,50333.29808735146,,51148.68864150048,51264.11899367464,1.0,65.29882520849362,59.3239093862802,88.0692452976081,82.96882064992549,-11.930754702378065,147.34027081253913,,0.733380872756349,0.2966479762686836,176.83918101629388,50455.00728966074,50222.87427671809,49990.74126377544,0.009244115008776371,0.9500211789330217,180.14911656713699,0.0035721331167621307,50614.233935929675,50264.72621293655,49915.21848994342,50518.125650884554,50156.36383441831,49794.60201795208,116.0665064713236,0.46424273712482617,0.024933888606257303,50292.33666662679,82255.07329761593,64422.24716768121,-0.07922870740343475,6427.946644957985,1.456960322537798,-12893.836713534976,222005.2218059415,42909.87113699234,,Normal,Normal_Market,0.6232663256190298,1
2025-10-28 11:10:12.167830,50593.64518670899,50675.60015929691,50539.88782961989,50554.48396187857,11609.218606992648,50245.33086762123,50276.080810799875,,50365.39579832154,50292.322189026265,50252.197458066876,56.31001741525688,15.195657862231421,41.11435955302546,,,,50355.27400565322,50235.10108862449,50333.29808735146,,51123.63856528272,51264.11899367464,1.0,72.23946280012709,67.2901135131334,86.2523889966958,84.77990994191286,-13.747611003292842,194.53375115176266,,0.7152173843443371,0.32637902242484906,450.69770926480123,50513.66875620485,50245.33086762123,49976.99297903762,0.010681107436254686,1.0760518872102884,190.82021874234903,0.00377454587186054,50646.400472238405,50292.322189026265,49938.243905814124,50675.60015929691,50235.10108862449,49794.60201795208,134.16894429180604,0.8387329970628958,0.025937824618649866,50301.860361326995,93864.29190460859,67226.25142834097,-0.15983935611655353,6774.677087143656,1.713619477011437,-22005.86599939037,393750.27210486087,645992.4475381209,,Normal,Normal_Market,0.8594198133149641,1
2025-10-28 12:10:12.167830,50484.852800985456,50730.25393745033,50473.71594235647,50531.692166234745,4081.597482091393,50261.699254435174,50273.65514164808,,50398.655071904184,50315.11932971279,50263.15803485777,67.86074686701613,25.728675663188366,42.13207120382776,,,,50395.58075830019,50262.427977701205,50333.29808735146,,51240.30440519364,51264.11899367464,1.0,72.11267330538352,65.15736691630676,73.68041143117995,82.66734857516128,-26.31958856880679,154.50783992772563,,0.5506471414469835,0.47447776625648447,370.3718885407943,50557.98773061692,50261.699254435174,49965.41077825343,0.011789831246328271,0.9556250639222592,187.23403752488178,0.0037052793899902507,50682.1491538913,50315.11932971279,49948.08950553428,50730.25393745033,50262.427977701205,49794.60201795208,148.1442380908727,1.5035882184810827,0.02546794188121474,50304.93831419268,89782.69442251719,69374.48409445299,-0.17637946836010374,6790.162826637281,0.6011045075501787,-24242.624791475988,324210.6709881411,1161087.4120459745,,Normal,Normal_Market,0.7471171825386329,1
2025-10-28 13:10:12.167830,50535.24358927017,50541.816213253696,50482.97730686031,50538.25189670906,8513.549879657228,50276.28250495985,50271.789614050096,,50426.574436865165,50336.370050379104,50273.94602944018,76.66040517199872,35.915021564950436,40.74538360704828,,,,50395.58075830019,50262.427977701205,50325.02927067862,,51298.3051443003,51264.11899367464,1.0,68.39320978707612,62.70685000203181,74.54991116493653,78.16090386427076,-25.450088835050206,109.33444444473044,,0.8671313618990696,0.3956710460046324,390.3142189160353,50597.13241139066,50276.28250495985,49955.432598529034,0.012763469789126094,0.9082428987798553,175.35158230289952,0.0034696804048799652,50673.41032365483,50336.370050379104,49999.329777103376,50730.25393745033,50262.427977701205,49794.60201795208,160.42495321540534,0.3566402708541889,0.025401722151036,50309.83824200377,98296.24430217443,72128.93744756932,-0.1283193062361718,7121.894632544909,1.1954052002893663,-16760.534826697432,285872.94550271716,859173.4329256164,,Normal,Normal_Market,0.4359380791763078,1
2025-10-28 14:10:12.167830,50289.21319601613,50523.35017133761,50289.21319601613,50452.74402744916,9574.57400800713,50285.91232202643,50267.22749196097,,50431.808354981964,50347.45328629054,50280.95771563661,75.85996093809808,43.904009439579966,31.955951498518118,,,,50395.58075830019,50262.427977701205,50325.02927067862,,51270.4547520643,51264.11899367464,1.0,60.3244839514328,57.59487747630605,63.21574585940882,70.48202281850843,-36.78425414057792,59.80127722164832,,0.5809730448518536,0.5671131700417539,347.3729215460262,50616.146948561975,50285.91232202643,49955.677695490886,0.013134280011497105,0.7525957183425432,182.5536111012204,0.0036183088674404014,50707.64590789508,50347.45328629054,49987.260664686,50730.25393745033,50262.427977701205,49794.60201795208,165.11731326777283,1.4218704144437495,0.02635960868842093,50312.62181947749,88721.6702941673,73709.19771867388,-0.03932115517743584,7024.389413892839,1.3630471552545762,-12960.561341755385,128076.6072172015,623773.2005107161,,Low,Normal_Market,0.099354982959655,1
2025-10-28 15:10:12.167830,50306.66262527395,50379.80030043038,50303.51715331416,50358.2489931818,10896.471166227268,50291.06662445056,50264.099517113,,50417.096482621935,50348.48144885161,50283.988746128576,66.83026587382483,48.48926072642894,18.34100514739589,,,,50509.73356673323,50262.427977701205,50325.02927067862,,51346.90712351634,51264.11899367464,1.0,64.11902973129497,53.41068664560002,50.690321612402364,62.81865954558257,-49.30967838758438,24.599357718063725,,0.4193817834345496,0.5946971382290273,166.58463025387027,50622.49623872717,50291.06662445056,49959.63701017395,0.013180456749965815,0.601352392540132,177.430992312562,0.0035233749357842987,50705.93986451018,50348.48144885161,49991.02303319304,50730.25393745033,50262.427977701205,49794.60201795208,165.7148071383062,0.48151081541962215,0.027353753806758353,50313.57321402815,77825.19912794002,74101.1978528897,-0.016803996053041316,7414.78517674962,1.4695599274264812,-8220.972970915813,-37314.68184896538,814104.8434688916,,Low,Normal_Market,0.15051586472290218,1
2025-10-28 16:10:12.167830,50451.881445958374,50475.96438986623,50392.68021020906,50464.627203561926,6299.36179921986,50307.67616593849,50266.046429574846,,50426.60262680994,50359.542949300216,50291.07260720439,67.48013107175211,52.287434795493574,15.192696276258538,,,,50509.73356673323,50262.427977701205,50262.83139827452,,51381.74050659185,51264.11899367464,1.0,65.9638898347996,56.80282198747189,61.79715100291815,58.56773949157645,-38.202848997067456,59.98365448335186,,0.7170011711907384,0.7170392869708369,144.73726024370262,50638.92856759813,50307.67616593849,49976.42376427884,0.013169059948903857,0.7369055089668909,172.14064277130925,0.0034111149197027808,50678.074969462796,50359.542949300216,50041.010929137636,50730.25393745033,50262.427977701205,49794.60201795208,165.6262008298223,0.5432337553074565,0.026492560159267247,50315.622629265235,84124.56092715988,75055.80385996305,0.027403872463414608,7459.848983920172,0.8444355660279657,-3636.631686040795,63746.67766345109,973629.8468927902,,Low,Normal_Market,0.1788948862575896,1
2025-10-28 17:10:12.167830,50562.207340764915,50647.750173050415,50562.207340764915,50625.37683455971,5931.889984916044,50334.66612861125,50271.830397152306,,50466.3574683599,50384.86046218208,50304.182576904605,80.04361276144482,57.83867038868383,22.20494237276099,,,,50509.73356673323,50262.427977701205,50238.103477862365,,51503.73063378584,51264.11899367464,1.0,71.75428349695369,65.6234840773262,84.33141503047472,65.60629588193174,-15.668584969510327,118.88910793579575,,0.8641125516294463,0.8386775629084164,187.23325118916546,50677.485860703375,50334.66612861125,49991.846396519126,0.013621615417739229,0.9239993774195129,170.3075219556787,0.003364074158148625,50700.36993472909,50384.86046218208,50069.350989635066,50730.25393745033,50262.427977701205,49794.60201795208,171.40986604606306,0.5579858724913436,0.02787697995377569,50319.92702018223,90056.45091207593,76484.43691254524,0.047284406876657775,7711.872291593789,0.7691893434726527,-807.6593618198144,190861.3131679183,913318.4407781714,,Low,Normal_Market,0.45539927366088423,1
2025-10-28 18:10:12.167830,50725.972148298664,50725.972148298664,50617.47567437265,50643.30145054238,3194.402758418077,50363.59923453091,50279.49600672728,,50501.7462647964,50409.47388964496,50317.48135626295,90.40450239430356,64.35183678980778,26.052665604495786,,,,50509.73356673323,50262.427977701205,50237.25604474489,,51458.65095253881,51264.11899367464,1.0,75.07358696727113,68.00702760482652,87.00934339452525,77.7126364759727,-12.990656605459815,130.61140929516498,,0.642711078240541,0.7895353473960679,263.9539913533881,50708.13379475703,50363.59923453091,50019.0646743048,0.01368188792948262,0.905913148201748,168.53748730404655,0.0033279324703709896,50733.63672612536,50409.47388964496,50085.311053164565,50730.25393745033,50353.04102871419,49975.828119978054,172.26728011305906,0.7572811910866207,0.02766036177253059,50322.585530302764,93250.853670494,78081.23850854035,0.00508004875672351,7552.66039089484,0.4229506681207417,-2481.313516164071,171775.18882087438,1067587.8958635067,,Low,Normal_Market,0.5066470993215438,1
2025-10-28 19:10:12.167830,50696.17383495875,50845.695853589925,50616.06858904614,50768.78036847229,7512.303098948022,50392.26439380894,50288.54018743285,,50555.15308553158,50443.69355429518,50335.17935674175,107.5014720281979,72.9817638374858,34.519708190712095,,,,50567.454524803026,50320.148935771,50237.25604474489,,51451.010366019735,51264.11899367464,1.0,75.95205422603598,71.29670431994246,90.1992056172575,87.17998801408582,-9.800794382729748,148.5147551249147,,0.6555292514983687,1.0119999756691442,395.2285187277157,50771.5482619733,50392.26439380894,50012.980525644576,0.015053257587327612,0.9963511584153218,173.3038702096845,0.0034135913636662205,50785.7927456584,50443.69355429518,50101.594362931966,50845.695853589925,50410.76198678399,49975.828119978054,189.64193408218244,1.5444674637690927,0.027532155765353474,50330.13532350905,100763.15676944202,80241.4212000548,0.05375000997301294,7437.87661863222,1.010006415020284,-1.6221878993042083,281898.1138489663,1180036.7472098651,,Low,Normal_Market,0.5130474149887375,1
2025-10-28 20:10:12.167830,50807.70210723224,50884.00041962867,50560.5716393862,50830.069599117756,2455.9121241067646,50421.01964176436,50300.12368833955,,50610.13638824882,50480.491272849715,50354.586817227086,124.56061510306608,83.29753409060186,41.26308101246423,,,,50586.6068078224,50339.30121879037,50237.25604474489,,51436.925178847225,51264.11899367464,1.0,74.41161896604758,70.03612785405379,90.93275403875609,89.38043435017961,-9.067245961227089,137.02451552944086,,0.8946565659546978,1.1439753066786404,398.26577809212176,50841.44601426299,50421.01964176436,50000.59326926573,0.01667663111478948,0.9864703835326482,174.09539921526084,0.0034250474293720467,50864.45721274404,50480.491272849715,50096.52533295539,50884.00041962867,50429.91426980336,49975.828119978054,210.21318624931627,2.029452765476647,0.027538825041827072,50332.63077935791,103219.06889354879,82429.76859943518,0.10876850626591256,7069.729468093958,0.34738417292916,1635.2573451278274,263129.94967331085,964874.5184182861,,Low,Normal_Market,0.32111845438786424,1
2025-10-28 21:10:12.167830,50797.32365504705,50849.17565554033,50679.80649423163,50790.68325179795,3967.029082136484,50455.364491723565,50313.241557139714,,50646.245760958656,50510.03336608288,50371.68863819065,133.36461555954884,93.31095038439126,40.053665175157576,,,,50586.6068078224,50339.30121879037,50227.658955207735,,51315.69931217472,51264.11899367464,1.0,68.24578504911335,67.1318197056081,84.31083181914605,88.48093049171989,-15.689168180837129,130.17489514089445,,0.8280762160619607,1.3130159346069101,236.19928991937923,50878.88976638237,50455.364491723565,50031.83921706476,0.016788116741413315,0.8958662919756405,172.03350305400195,0.003387107477982426,50879.11387058469,50510.03336608288,50140.95286158106,50884.00041962867,50429.91426980336,49975.828119978054,211.7626373294048,1.0665795623886638,0.024675504168202998,50336.74080293542,99252.0398114123,84031.88966724252,0.13631923209804866,6800.3991105387595,0.5833523911837196,2862.2236562474427,203218.98754043743,414010.0908069306,,Low,Normal_Market,-0.01649418889374854,1
2025-10-28 22:10:12.167830,50925.239995473734,50925.239995473734,50725.216720566794,50851.94844048949,2853.106094353543,50489.895899863346,50324.15091961306,,50687.38629686483,50542.59670650255,50390.52235592786,143.62976355572027,103.37471301865708,40.2550505370632,,,,50607.22659574493,50359.9210067129,50227.658955207735,,51370.43696802188,51264.11899367464,1.0,74.39723744092277,75.38541989243464,88.47665616498642,87.90674734096285,-11.523343834997847,135.9802482142642,,0.8330945705509176,1.5301228345505598,320.2562742547452,50924.93814644045,50489.895899863346,50054.85365328624,0.017232843871966906,0.9161119333520684,181.66161881456355,0.0035723629946482057,50900.37426696698,50542.59670650255,50184.81914603811,50925.239995473734,50480.09392374163,50034.947852009536,217.5211232885519,1.2558893770699926,0.024690873257480234,50340.05560800045,102105.14590576584,85753.1521661495,0.08020248801473445,6465.089014668566,0.44130963825557845,3624.487249521864,199158.57263859714,761333.2401433361,,Low,Normal_Market,0.17257042845034876,1
2025-10-28 23:10:12.167830,50957.6044194096,51265.81584025849,50819.26387842318,51030.87772527679,6774.253283207941,50534.04290223753,50338.5879078203,,50756.08458254723,50589.09966067152,50415.634331196445,164.30901318183896,115.56157305129346,48.7474401305455,,,,50784.666496786325,50530.20892910528,50218.89066125997,,51421.66812338057,51264.11899367464,1.0,78.78745741647664,77.2588310604667,75.94332594050705,82.91027130821318,-24.056674059482695,185.64830779167178,,0.9423373083136443,1.929981731651296,492.62582856773224,51001.00172965082,50534.04290223753,50067.08407482424,0.01848096058004551,1.0319899677144573,203.56208107924925,0.003988998233091723,51024.41983222433,50589.09966067152,50153.77948911871,51265.81584025849,50663.361709704266,50060.90757915004,233.4794137066466,2.6032991365771463,0.026349817749955293,50350.93761881679,108879.39918897378,87955.65188260896,0.07332636047569951,6590.229319056086,1.0279237573144284,3270.6549669455894,343866.24725200003,1797978.7443604488,,Normal,Normal_Market,0.46300792947048763,1
2025-10-29 00:10:12.167830,51111.80307478209,51207.129092753,51017.43068702925,51052.4207495065,4502.529485319819,50581.3953844177,50352.81818753995,,50815.35181593908,50633.225478655804,50440.60634760076,180.35676894505013,128.5206122300448,51.83615671500533,,,,50829.24802523377,50620.82198011827,50150.49761391769,,51447.30509718553,51264.11899367464,1.0,78.08274711212047,78.20935121472802,78.14924094152764,80.85640768234038,-21.85075905846213,179.54231594564604,,1.030499001614086,1.7072127105635722,599.6767220573383,51057.31024369079,50581.3953844177,50105.480525144616,0.01881778292813553,0.9948630578672665,208.96232166045334,0.0040930933066963895,51056.677591214786,50633.225478655804,50209.77336609682,51265.81584025849,50663.361709704266,50060.90757915004,237.9574296365428,1.0883403447400664,0.025624437465130483,50358.5347682287,113381.9286742936,90377.2020532456,0.08562201664235512,6459.572414092105,0.6970321248349348,429.1177013133015,308599.36932988855,1983646.3108199988,,Normal,Normal_Market,0.3434647563149815,1
2025-10-29 01:10:12.167830,51234.53502398683,51374.071645034404,51195.949932590804,51234.01074322861,1662.6905370475242,50633.51270343274,50373.02725094364,,50899.08360139699,50690.44312290083,50471.72024546852,205.3602606354325,143.88854191112236,61.471718724310136,,,,50967.3216422103,50674.94988250623,50150.49761391769,,51448.97201198871,51264.11899367464,1.0,79.19208166406484,82.3914942826754,87.08947679463365,80.39401455888945,-12.91052320535712,200.3941644694932,,1.3766974923104853,1.9481579784852174,875.7617500468114,51155.763553964105,50633.51270343274,50111.26185290137,0.020628663612191366,1.0749134148702524,214.52336146449827,0.004187128010329555,51148.3800397384,50690.44312290083,50232.50620606327,51374.071645034404,50717.48961209222,50060.90757915004,261.12542526568427,1.014865401860802,0.02714556947107339,50361.96331599036,115044.61921134112,92726.47987782612,0.048819833226994624,5951.92209984314,0.27935354481392083,-523.0098301161092,307646.31145194353,3173438.9963809703,,Normal,Normal_Market,0.4278675502828465,1
2025-10-29 02:10:12.167830,50947.10770541491,51164.93923044329,50853.603657526895,50997.16186096033,10301.13755913016,50667.376299314834,50389.08558958822,,50918.69925330966,50719.654431287454,50492.32579901721,203.71567507645523,155.85396854418894,47.86170653226628,,,,50967.3216422103,50674.94988250623,50150.49761391769,,51332.56056592437,51264.11899367464,1.0,66.889983639151,71.2786000155231,65.25723845214871,76.83198539610333,-34.742761547842065,103.74081524898968,,1.0790648635780375,1.7830500949415906,532.5346573984061,51191.82887170685,50667.376299314834,50142.92372692282,0.020701785278710277,0.8144093279410113,223.37115365077366,0.004380070292142467,51230.12968592847,50719.654431287454,50209.17917664644,51374.071645034404,50831.64242052527,50289.21319601613,262.22628619600755,1.7847667495631945,0.03312017504443206,50376.644479953706,104743.48165221096,93870.95623729134,-0.008398555191455947,6009.771470646092,1.7140647709225698,-1324.3476236308384,-84847.86403715564,2604025.275550441,,High,Normal_Market,0.0057039200931836564,1
2025-10-29 03:10:12.167830,51128.09329625241,51129.93145301826,51024.977908345696,51104.47773953855,8830.46276273043,50700.69300712324,50406.56588806213,,50955.85495055545,50756.30427016851,50516.33175746903,208.6664467891751,166.4164641931862,42.24998259598891,,,,50967.3216422103,50674.94988250623,50150.49761391769,,51315.62166178854,51264.11899367464,1.0,69.14604163199017,70.9577612910434,75.14939338492592,75.83203621056943,-24.850606615064862,112.15648806423415,,1.4818401379638693,1.8802484795521026,479.10090497884084,51247.99256887088,50700.69300712324,50153.3934453756,0.021589431200506326,0.8688882292595453,228.65191691252662,0.004474205138694188,51256.70884932342,50756.30427016851,50255.899691013605,51374.071645034404,50831.64242052527,50289.21319601613,273.64978087381934,0.6005376077382097,0.032966443874802236,50390.26509456755,113573.94441494139,95747.43130182943,0.0395180509097849,6314.756836986123,1.398385241219336,3222.9235659665324,62651.66934453603,2706135.691695639,,High,Normal_Market,0.17369968775553757,1
2025-10-29 04:10:12.167830,51148.48765054053,51197.27636970157,51024.72213505201,51138.308074503075,1531.654584585888,50738.64103788894,50426.52226782736,,50992.345575344974,50792.68558486704,50540.722985588014,212.8660075095395,175.70637285645685,37.159634653082634,,,,50967.3216422103,50704.509748521974,50150.49761391769,,51306.475838276565,51264.11899367464,1.0,74.02075126018177,69.58603081233463,77.97743390412887,72.79468858040117,-22.022566095861787,108.66077865229177,,1.3349565988542513,1.9748975582471757,495.00662396069674,51297.2563888594,50738.64103788894,50180.02568691848,0.02201932647558749,0.8577300873666667,223.18874076657136,0.004364413864483132,51305.90171616665,50792.68558486704,50279.46945356743,51374.071645034404,50831.64242052527,50289.21319601613,279.30767548523016,0.9575772100579591,0.03225696155006398,50392.68617933463,115105.59899952728,97591.06632065779,0.09186084565370894,6092.599869361533,0.2513958929566748,3707.7297800161386,61103.77195910019,3161420.0658356315,,High,Normal_Market,0.3431851421267149,1
2025-10-29 05:10:12.167830,51102.841758121285,51165.36360767424,50954.3334106233,51133.532967597195,3674.841133432123,50776.64009378158,50445.129236854955,,51020.583053795424,50825.14724036515,50563.97043586288,213.3495179787642,183.23500188091833,30.114516097845865,,,,51026.939069633016,50717.48961209222,50119.42758985511,50332.01391864676,51251.3737394951,51264.11899367464,1.0,78.98681223902766,71.75468017301493,75.490037012592,76.20562143388226,-24.509962987397817,88.41436798295904,,1.0037577294448616,2.0519992946882435,364.7525991249058,51334.08043375452,50776.64009378158,50219.199753808636,0.02195656660004994,0.8201175518019193,227.60326383199572,0.0044511546654956375,51334.64395816619,50825.14724036515,50315.65052256411,51374.071645034404,50831.64242052527,50289.21319601613,278.72016998646967,1.1492103408276382,0.03224936747528255,50398.14817849835,111430.75786609515,98909.13218212801,0.11930587401960763,6176.612432381112,0.5949606153312417,6273.985060870092,49867.838925762764,2983924.232717374,,High,Normal_Market,0.45020781123347264,1
2025-10-29 06:10:12.167830,51171.406294936074,51482.91400176367,51072.081398735376,51167.834673391444,2149.082639471978,50813.44163639987,50465.12100481547,,51050.03337771463,50857.784138748604,50587.6513863542,214.03332159518322,189.39466582377133,24.63865577141189,,,,51104.06536116523,50771.91079045685,50119.42758985511,50332.01391864676,51260.37079646921,51264.11899367464,1.0,77.78974977040178,72.54061032620847,65.83922183080385,73.10223091584157,-34.1607781691853,116.00086291979812,,1.0357405773818236,1.9448853168226945,337.7650742736878,51372.20866313955,50813.44163639987,50254.674609660186,0.02199288254230008,0.817120570856983,248.5402071422712,0.0048573524505917355,51384.76162110681,50857.784138748604,50330.8066563904,51482.91400176367,50886.0635988899,50289.21319601613,279.38351336984107,2.0495621078605155,0.0322141165012993,50402.0221340142,113579.84050556713,100306.34249864602,0.1549271588561386,5815.803403500016,0.3695246366441133,5126.681241867408,53274.890568753166,5868304.963060571,,High,Normal_Market,0.2477936292041587,1
2025-10-29 07:10:12.167830,50974.554650137026,51108.38707160507,50864.519531749575,50994.20341007206,10731.987591332781,50835.42760880954,50481.72102244636,,51038.867384186124,50870.77645030322,50603.59460297059,198.27901200883935,191.17153506078495,7.107476948054398,,,,51151.088940093425,50771.91079045685,50119.42758985511,50332.01391864676,51325.90151029137,51264.11899367464,1.0,64.42859536343124,64.97917012071301,47.014187830218255,62.7811488912047,-52.985812169770895,43.0091999774905,,0.4440190210670536,1.340053540485491,203.52015827411378,51385.833370194305,50835.42760880954,50285.02184742478,0.02165441650733269,0.6442352282641379,257.12536229608406,0.005042246865362304,51424.543128728066,50870.77645030322,50317.00977187838,51482.91400176367,50886.0635988899,50289.21319601613,275.20288069237967,1.1889162593295308,0.03467248188331306,50415.19415324002,102847.85291423435,100548.39110965443,0.2409472661398594,5771.941852717023,1.8593374405323806,5808.806195217687,-220537.0314283591,5220125.1774935555,,High,Normal_Market,-0.40116581639666826,1
2025-10-29 08:10:12.167830,51003.15093456098,51010.40876882832,50923.75510665574,50997.36184942901,3126.5403242569755,50858.71109296926,50499.08510952603,,51030.5662772347,50882.83220260092,50619.036455772875,183.92825735844963,189.7228795203179,-5.794622161868261,,,,51168.25882964528,50886.0635988899,50126.81945807667,50332.01391864676,51539.64572855312,51264.11899367464,1.0,64.01283068602608,62.59785991232344,47.35662459619401,53.40334475240537,-52.64337540379515,35.16156819926754,,0.3291206398705386,1.1087209526935067,145.41340893952292,51394.21301233343,50858.71109296926,50323.209173605086,0.021058414885319347,0.6294586923463507,255.5651614565525,0.005011340826043404,51413.924958478885,50882.83220260092,50351.73944672295,51482.91400176367,50886.0635988899,50289.21319601613,267.7509596820852,0.44094563658065083,0.03454662669597558,50418.84403899851,105974.39323849132,101065.1532171627,0.2815812221816388,5724.188994825302,0.5461979552183428,7993.857871755938,-187621.02865127567,5019850.34552019,,High,Normal_Market,-0.4038328664698506,1
2025-10-29 09:10:12.167830,51092.00593428895,51155.77508215137,50942.90403528769,51058.19873472089,13455.54708356827,50884.70843486985,50513.45886537972,,51036.09276873194,50899.53377708854,50636.258505927704,175.44182496493886,186.86666860924208,-11.424843644303223,,,,51168.25882964528,50886.0635988899,50208.34365797569,50332.01391864676,51582.22913797701,51264.11899367464,1.0,62.072161015136885,64.65942381649884,53.952536024902244,49.44111615043817,-46.04746397508691,50.614538451836,,0.5267018787613431,1.3474792941330196,27.321009444101946,51404.97252546612,50884.70843486985,50364.44434427358,0.020448740165709415,0.666732917941869,254.36828876511623,0.0049819283693636985,51383.89034997218,50899.53377708854,50415.1772042049,51482.91400176367,50886.0635988899,50289.21319601613,260.13204529813595,1.0413234280704378,0.034618258056562365,50436.06803497194,119429.94032205959,102814.18056048622,0.21665646823343102,5971.2888550208545,2.2533740052206954,9113.832255911917,-43876.08534930431,4983640.594125035,,High,Normal_Market,-0.4914762356148318,1
2025-10-29 10:10:12.167830,51312.367175280604,51395.713835724215,51177.37025246565,51231.11376733575,8871.104328252553,50923.626921864176,50530.81540377237,,51075.09696845271,50931.11282377875,50659.58616323782,180.5873654354291,185.61080797447948,-5.023442539050393,,,,51168.25882964528,50886.0635988899,50208.34365797569,50332.01391864676,51633.10980518999,51264.11899367464,1.0,65.3032050637785,67.65567262529953,68.64675873822053,56.651973119772265,-31.35324126176701,106.27416967730916,,0.7456259562797019,1.702405103672523,178.69301782925322,51423.90376549815,50923.626921864176,50423.3500782302,0.019648123037331405,0.8073166881340466,255.37445453374883,0.004984753126655066,51445.032735718305,50931.11282377875,50417.19291183919,51482.91400176367,50893.21557753891,50303.51715331416,250.13842181698828,1.0695483645356587,0.03501477039010849,50450.7202955935,128301.04465031213,105241.50094999345,0.147995700621956,5936.1153710331255,1.4944292308638993,4609.829724420824,181527.2545933976,5481517.574327895,,High,Normal_Market,-0.2564947140662107,1
